season,rows,accuracy,log_loss,brier_score,home_win_rate
2024,272,0.6102941176470589,0.6539425459642347,0.23109940289929776,0.5330882352941176
2025,272,0.5808823529411765,0.6723377383756086,0.23995014340207987,0.5367647058823529
